4205,neutral, Peter sat up and jumped out of the Toyota meeting __HNDL at the entrance 
4206,neutral, On October 17 1963 the __HASH_BEATLES recorded audio for The Beatles Christmas Record __URL 
4207,positive,Thank god PL football is back tomorrow __NEG wait for the Arsenal game even if we are playing with a fraud defence
4208,positive, How to get over a breakup Watch Gilmore Girls After Lorelais 2nd or 3rd breakup youre good to go __HASH_BREAKUPCURE __HASH_GILMOREGIRLSONNETFLIX 
4209,positive,Girls Frosh Volleyball hosts Alton Freshman Invitational tonight and tomorrow at AHS Play begins at 4 30pm this afternoon Go Redbirds __PUNC_EXCL 
4210,neutral, With Arsenal in the middle of a major injury crisis who could they sign in January __PUNC_QUES __URL __URL 
4211,negative,I just sat here and watch __HNDL snap about Kobe Bryant Im too done __HNDL should know better
4212,positive,Such a lovely table decoration for a special night __PUNC_EXCL May you smell Christmas __PUNC_QUES __URL 
4213,neutral, picking up my rolldawg from LAX tonight amp then taking my manager to LAX tomorrow my car has TAXI on it __PUNC_EXCL __PUNC_QUES LOL __HASH_TRUEHOMIE __HASH_IMTHEREALMVP 
4214,neutral, Selena new album will be released on 24 November Information goes that his title will For you __URL 
4215,positive,Nollywood rising with October 1 Kunle Afolayan is the most important ambassador the Nigerian government does __PUNC_ELLP __URL 
4216,positive,by __HNDL Southwest 737 8H4 getting ready to fire up its CFM56s Im so excited about going to LAX saturday __PUNC_ELLP __URL 
4217,neutral,__HNDL Welbeck 2nd goal vs Galatasaray had that been RVP do you think he gets away __PUNC_QUES 
4218,positive,I think Ill do a Niall spam now but that will be the last one for tonight Ill continue with Liam and Zayn tomorrow __HASH_EMABIGGESTFANS1D
4219,negative,__HNDL Shutup you fat inbred hypocritical slut I hope you and everyone who works for the sun get Ebola You fat pig 
4220,neutral,Join Toyota at iGEM this Sunday On display is the Concept Car FT Bh Want to know more __PUNC_QUES Click here __URL 
4221,neutral,Steve Bruce will overlook his returning internationals if they show signs of fatigue ahead of Hull Citys clash with Arsenal on Saturday 
4222,neutral,Going in at five tomorrow morning just for an hour earlier finish Things I do for Leeds United __PUNC_ELLP and my liver 
4223,negative,if Selena will release the single next Monday with Taylors new song she can kiss __HASH_1 on iTunes goodbye
4224,positive,I love how my tweet about the game tomorrow is now being retweeted Favorited by a bunch of AHS students and even a SCHS student __HASH_EAGLENATION
4225,negative,__HNDL agreed But another SEC loss makes it awfully hard for the Tigers to play in the Georgia Dome on Dec 6 Two more lights out
4226,neutral, AAnd __HNDL is 1st to break the seal on Christmas marketing this year Should have guessed from the ppl who brought u cyber monday 
4227,negative,Arsenals season is a mess Theyre losing the battle for their favourite 4th place position
4228,positive, October 1 well directed superbly short excellent costuming good acting edge of the seat plot __PUNC_ELLP A must see big kudos to Kunle Afolayan 
4229,positive,Special gala at work tomorrow Gonna be a busy day __PUNC_ELLP __HASH_TIMETOSLEEP
4230,neutral,going down to SG on 31st __PUNC_ELLP Scape has a Halloween event on that day __PUNC_ELLP halloween 
4231,negative,__HNDL still havnt got my 6months netflix subscription from the 28th of august __PUNC_ELLP 
4232,positive,__HNDL Big brother 9th __PUNC_EXCL U gonna check out that Bears vs Falcons game down there in the Georgia Dome 2morrow in Atlanta __PUNC_QUES __HASH_DABEARS
4233,negative, OMG __HASH_MUFC play on monday night football times makes me kill my self right now f off you liverpool City Arsenal and Chelsea 
4234,neutral, Blood Moon Blood Moons Decoding the Imminent Heavenly Signs The sun shall be turned into darkness and the moon i __URL 
4235,positive,i am so excited for tomorrows gala its gonna be awesome like everyone are going to be dressed super chic i feel like an adult
4236,positive,__HNDL Every episode of Friends is coming to Netflix on January 1st __URL damn i want netflix heere too
4237,positive,Some Halloween makeup I did this morning can you guess what character __PUNC_QUES Happy Friday yall __PUNC_EXCL __URL 
4238,negative, Down 27 why __NEG bring Kobe Bryant and Carlos Boozer for the 4th quarter Why __NEG 
4239,neutral,After the Blood Moon comes the Pumpkin Sun __URL via __HNDL
4240,positive,__HNDL Selenas greatest hits album is set to come out November 24th and its called For You I SCREAMED
4241,positive, In October 1 Kunle Afolayan delivered whats arguably the best film out of Nollywood yet 
4242,negative, But with poverty defenders midfielders from Galatasaray and Olympiakos and a captain that works as cancer in your team you may expect to 
4243,positive, Black Friday week is going to be crazy Iggy Nicki 1D Selena Eminem and I know Im forgetting someone __PUNC_QUES 
4244,neutral,i think im going to spend the rest of my friday night watching netflix
4245,positive,At midnight on a Friday night I just realised Melissa Mccarthy is the adorable friend on Gilmore Girls __PUNC_ELLP mind blown 
4246,neutral, References 3 Just the Facts June 25 1961 Ref 3 __URL Los Angeles International Airport LAX 3 __URL 
4247,positive,Come and watch the future Bees this Saturday as the Youth Team take on Leeds United at Jersey Road at 11am Then __PUNC_ELLP __URL 
4248,neutral, Selenas greatest hits album is set to come out November 24th amp its called For You itll include 2 new songs amp 4 old songs shes done 
4249,neutral,The Coast Guard has ended its search for a third man who was on a boat that sank near the entrance to the Sakonnet River on Thursday night 
4250,negative,Still __NEG watched the 2nd episode of AHS yet dear lord
4251,positive,Such a lovely table decoration for a special night __PUNC_EXCL May you smell Christmas __PUNC_QUES __HASH_LONDON __HASH_HR __HASH_JOBS __HASH_RECRUITER __URL 
4252,negative, Aside from the CL final of 05 the 07 game against Arsenal 2nd leg was the most stressful game I can think of 
4253,neutral, __HNDL looks like we may sell Borg to either Fenerbahce Galatasaray or Besiktas they are all interested knowing that if he 
4254,neutral,__HASH_MILLWALL fan groups campaign to end the voucher scheme for trip to Leeds United in February see tomorrows South London Press
4255,negative, February 8th Cleveland 147 Los Angeles Lakers 79 Kobe Bryant looked angry a LOT in this game and Byron Scott started weeping in the third 
4256,positive, __HNDL I could prattle on about 90s music all night long Radio Head Weezer Green Day Stone Temple Pilots the Offspring 3rd Eye Blind 
4257,negative,I may or may __NEG have been watching Gilmore Girls for the past 3 hours I may also have burnt all the water out of my pot of carrots __HASH_OOPS
4258,positive,Why am I only just watching __HNDL 25th anniversary Gala now __PUNC_QUES __NEG wait to come back to the uk to watch it again in the new year __PUNC_EXCL 
4259,positive, on the bright side if Selenas greatest hits album thing is actually coming out on November 24th I already know what to ask for my bday 
4260,neutral, In an exclusive extract from Amy Lawrences new book Invincible the Arsenal manager talks about __URL 
4261,positive, LOOK Move over Blood Moon heres the Pumpkin Sun __URL 
4262,positive, em so excited for tomorrow gala with friends after exam whoop __PUNC_EXCL 
4263,neutral,__HASH_THROWBACKTHURSDAY our weekly dive into the Toyota archives Every Thursday we take a look __PUNC_ELLP __URL __HASH_TOYOTA __HASH_USEDCARS
4264,negative,if twaimz vines himself dropping ass to the AHS freakshow song every Wednesday im content
4265,neutral,__HNDL May get a visit just after Christmas as I have more free time Take care 
4266,neutral,Leeds United take to the field against Valletta of Malta in Uefa Cup 1st Rnd 1st Leg 19 9 1979 __PUNC_EXCL __URL 
4267,positive, __HNDL Also he Won his 1st World Heavyweight Championship with some assistance from __HNDL in the Georgia Dome 
4268,negative, Why your hospital may be unable to stop spread the spread of Ebola by Ray Kurzweil ttp t co 2LUAxlADpN 
4269,positive, If this is where they are today if this is how much he loves Louis right now then Liam __NEG even imagine how good tomorrow will feel 
4270,neutral,Arsenal defensive crisis Seven players that Arsene Wenger might turn to during the January transfer window __URL 
4271,neutral,From my recently viewed list I can see my Dad watched the entire 1st season of Gilmore Girls on Netflix yesterday __HASH_DALE
4272,positive,Tomorrow is going to be an epic day of football for a few reasons __PUNC_ELLP Firstly because of Galatasaray vs Fenerbahce __PUNC_EXCL __URL 
4273,neutral,__HNDL 1st i was fishing 2nd i was talking about the Galatasaray game
4274,neutral,Insomniac was the first Green Day album i heard __PUNC_ELLP 95 __PUNC_QUES i think i was in 7th grade __PUNC_ELLP 
4275,positive, I just finished watching the movie October 1st a Kunkle Afolayans movie Fanstatic performances by veterans __PUNC_ELLP __URL 
4276,positive, We __NEG just celebrate Halloween on Friday the 31st we celebrate it ALL WEEKEND __PUNC_EXCL 4 nights of frightfully good __PUNC_ELLP __URL 
4277,neutral,Tomorrows plan Climbing with Liam Homemade mini pizzas for lunch Hangs with Janet amp Dani Dinner amp movie with Liam Then The Following 
4278,positive, My obsession with American horror story is real I may be in love with tate 
4279,positive,Happy Thursday __PUNC_EXCL Northshore Toyota has tons of cars in stock with your name on them __PUNC_EXCL Come on by __PUNC_EXCL __HASH_COVINGTONLA __HASH_CARDEALERSHIP __HASH_TOYOTACARS
4280,negative,Why the retail industry may struggle to deliver this Christmas Vehicle fleets under pressure __URL __URL 
4281,negative,Tonight may be the night when I finally expose myself to the Gilmore Girls hysteria
4282,neutral, American Horror Storys third season is out on Monday so heres a photo of the Blu ray __HASH_WHYDIDITHAVETOBESNAKES __URL 
4283,positive,Whos ready to rise up with Jett and I this sunday __PUNC_QUES __HASH_RISEUP Atlanta Falcons At Georgia Dome __URL 
4284,positive,Hopefully catching up with Liam and Cleo tomorrow __PUNC_EXCL 
4285,negative, __HNDL I think it may have been subbed by Bates Conor Heffernan discusses the bizzare world of Leeds United owner Massimo Cellini 
4286,neutral, Selenas greatest hits album is set to come out November 24th amp its called For You it will include 2 new __PUNC_ELLP __URL 
4287,positive,__HNDL May the gods be praised I love Netflix 
4288,positive, __HASH_MERCEDESBENZ Ptbo will be completely transformed Nov 1 __NEG miss out on the Gala of the season __PUNC_EXCL __HASH_PANCREATICCANCER __HASH_LEAVEYOURWALLETATHOME 
4289,positive, Kobe Bryant looked like his old self against the Jazz during a 119 86 loss on Thursday making 10 of 23 from the field and 7 of 13 fr __PUNC_ELLP 
4290,positive, __HNDL I miss you too __PUNC_EXCL Ill be at SU sunday to watch the lax game come with me __PUNC_EXCL 
4291,negative,If I wanted to see a Falcons game Id go to the Georgia Dome Americas Team should be on television every Sunday 
4292,neutral,Today is Friday which means that Im 8 hours away from spending the next two days watching Netflix in my PJs 
4293,positive, Ive been watching that American Horror Story only on the 2nd season but its really quite good Definitely my kind of show 
4294,positive,they __NEG have the 2nd episode of AHS on demand so im gonna watch the 1st episode again lmao
4295,neutral, __HNDL Im __NEG sure what the protocol would be given airport security etc but you make the arrangements at LAX and Ill go TOMORROW 
4296,negative,Why oh why did I drink three cups of coffee to stay up binge watching Gilmore Girls when I have to be at the gym tomorrow at 10 30
4297,negative,__HNDL Did you watch the 1st episode of American Horror Story yet so you can understand why I refuse to watch the rest of it __PUNC_EXCL __PUNC_QUES 
4298,positive,HALLOWEEN TREATS amp PRIZES from 27th October 2nd November Kids get free halloween nail art amp sweet with every __PUNC_ELLP __URL 
4299,neutral, Make plans now to join us in December for Christmas concerts in North Carolina Maryland and Florida Share the __PUNC_ELLP __URL 
4300,neutral,Toyota townace wed on the ex parte lever pertinent to toyota cEhOd
4301,negative, Obama is a ditherer Or you can call him a deep thinker Both correct But for the love of Ebola DO SOMETHING __URL 
4302,positive,10 17 is today right __PUNC_QUES Yall know that means its my boy Liams 2nd birthday Gotta blast the Bricksquad music for young BRICKSQUAD 
4303,positive,Nollywood rising with October 1 Kunle Afolayan is the most important ambassador the Nigerian government does no __PUNC_ELLP __URL 
4304,neutral,__HNDL Im taking my uncle to LAX tomorrow and __NEG decide if I want to go there or Dunkin Donuts after I trip him off lol 
4305,positive,Looking forward to the Leeds United game tomorrow on Sky sports at 7 30
4306,neutral, Emile Garuba joins Michaela and Jerrilyn in studio on the __HASH_ENTERTAINMENTSHOW to review Kunle Afolayans latest film October 1 
4307,neutral,The color Orange is 50 50 in my mind 1st the good Orangutans amp the Netflix show Now the awful Boehners face amp Trumps hair 
4308,positive,Hnng Pokemon ORAS came out I told Michael to get it for me for Christmas I may save him the 30 and buy it sooner 
4309,neutral,So apparently Im going to Brookies Halloween party tomorrow __PUNC_ELLP 
4310,positive,Just watched the whole 2nd season of AHS in less than 24 hours Im __NEG even ashamed 
4311,positive,Movie review October 1 is a shining example of __HASH_NOLLYWOOD rising Kunle Afolayan is the most important ambassad __PUNC_ELLP __URL 
4312,neutral, Liam and Woody on set of __HASH_BYWAYOFHELENA at Florewood State Park in Greenwood the october 14th __URL 
4313,positive,alright that was the last one for tonight I promise Ill do Zayn and Liam spams tomorrow keep voting __PUNC_EXCL __HASH_EMABIGGESTFANS1D
4314,neutral, Im 20 its Friday and the only thing Ive got to look forward to today is going on Netflix and watching season 2 ep 9 of gossip girl __HASH_TRAP 
4315,positive, Tomorrow night we will be at The Jolly Miller Fareham and unless you want to miss out on one of Liams famous __PUNC_ELLP __URL 
4316,positive,Kobe Bryant ranked at number 40 __PUNC_QUES __HASH_NBARANK hope he proves this ranking wrong Lots of respect for him __PUNC_EXCL One more reason to wait for Oct 28th 
4317,negative,Happy Friday A health worker who may have had contact with Ebola is on a frigging cruise ship __URL 
4318,positive,I remember in 6th grade when I was in love with Green Day and my mama bought me like all their albums lol she was the real MVP
4319,positive,Sat behind __HNDL on the flight to LAX tonight Go Buffs __PUNC_EXCL 
4320,positive, Blood moon returns early Wednesday and this time its bigger __URL __HNDL FYI 
4321,positive, Chris Hemsworth at LAX October 15 in MY house __PUNC_QUES on thIS day __PUNC_QUES 
4322,neutral, Selenas greatest hits album is set to come out November 24th and its called For You Then shes signed with Interscope Record finally __PUNC_EXCL 
4323,positive, __HASH_BOLDINDENVER I may be biased but I think Toyota makes the best vehicles I have driven lots but for the money __PUNC_ELLP __HASH_TOYOTAWINS 
4324,positive, Am telin you __HNDL Kunle Afolayan is under rated aswear down __PUNC_EXCL October 1 is the movie to watch __HASH_MADEOFBLACK 
4325,negative, Well Obama you sat on your ass Eblola is gaining ground as is ISIS Ebola is striking next is ISIS on US land U call yourself a leader 
4326,negative,American Horror Story marathon because Im going to fail my test tomorrow __EMOT_SMILEY 
4327,positive,Kunle Afolayan at his very best with OCTOBER 1 __PUNC_ELLP just saw this best ever 9ja movie with __HNDL __PUNC_ELLP awesome awesome movie right there 
4328,neutral, Gamlingay Green Day is tomorrow 18 Oct 10am at the EcoHub Full programme at __URL See you there __PUNC_EXCL __URL 
4329,positive, Biggest brightest lunar eclipse of the year will bring a blood moon on Wednesday __PUNC_EXCL __URL co m3HdIsIcOd 
4330,neutral, Get in the Halloween spirit and back Chill 3rd Edition A Horror Roleplaying Game via __HNDL __URL 
4331,neutral,Might just watch the 3rd season of American Horror Story tonight
4332,positive, Fun Friday __PUNC_EXCL Gobble Gobble __PUNC_ELLP I know its __NEG even Halloween yet __PUNC_EXCL __URL 
4333,neutral, Why __NEG we just tag on may have Ebola any time we refer to someone The patriots who all may have contracted Ebola won last night 
4334,neutral, Foto youarebeingridiculous Josh Hutcherson at LAX airport October 16th 2014 Okay the yokel behind him __PUNC_ELLP __URL 
4335,positive,__NEG wait for tomorrow __HASH_PROPERFOOTBALL Only problem is my usual pub is showing the Arsenal game instead 
4336,negative,39 people in the NBA are __NEG better than Kobe Bryant The 2nd GOAT
4337,neutral,Go to the AHS football game tomorrow to buy Halloween fun run tickets
4338,negative,Wesley Sneijder has been linked with a free transfer move to Chelsea as he may quit Galatasaray if he is __NEG paid __HASH_CFC
4339,positive,Happy Friday to those who work outside the home and the weekend means something to Today is 9 Fridays till Christmas 6 Fridays till Advent
4340,positive,Im only looking forward to tomorrow when the last bell rings amp I can go home amp take like a 4 hour nap then watch yesterdays AHS 
4341,positive, __HASH_DAILYNBA Kobe Bryant looked like his old self against the Jazz during a 119 86 loss on Thursday making 10 of 23 from the field and __PUNC_ELLP 
4342,positive, About to watch American Horror Story for the 1st time REALLY hoping its worth it considering how hyped everyone is about it 
4343,positive,__HNDL I Know it __NEG even Halloween but Im sitting her listening to Holiday Wishesfor the 2nd time I Absolutely Love it 
4344,positive,Im excited about __HNDL Gala tomorrow night in LA Please financially support __HNDL they actually go amp rescue children __HASH_TEAMOUR
4345,positive,AState up 24 0 after the 1st Doing work in the Georgia Dome __PUNC_EXCL 
4346,positive,Im enjoying American Horror Story as a creepy drama now I miss the 1st season when it was actually a horror show 
4347,positive, I enjoyed kunle afolayans latest film October 1st it was brilliant just like Phone swap and Figurine 
4348,neutral, __HNDL Coming down to Arsenal v Hull City tomorrow do you welcome away fans __PUNC_QUES 
4349,positive,Kunle Afolayan is under rated aswear down __PUNC_EXCL October 1 is the movie to watch __HASH_MADEOFBLACK
4350,positive,__HNDL Fab WE Missy __PUNC_EXCL Enjoy the __HNDL Gala tomorrow and __HNDL s tribute to you We are all so proud of you __PUNC_EXCL xoxo
4351,neutral,After the Blood Moon comes the Pumpkin Sun __URL 
4352,negative,I think I may be the only person that thinks AHS is actually awful 
4353,positive,What have you got planned for Halloween __PUNC_QUES Friday 31st of October we party with the ghouls and ghosts __PUNC_EXCL __URL 
4354,neutral,We have had a few Leeds United tickets returned which are available on a 1st come 1st served basis to supporters on the database __HASH_RUFC
4355,positive,I need to see the 2nd episode of AHS now
4356,positive,Happy man Kunle Afolayan says the response to October 1 has been very positive YNaija __URL 
4357,neutral,__HNDL __HNDL At the minute Zvezda fans are too busy securing tickets for the basketball vs Galatasaray on Thurs and Derbi on Sat 
4358,positive, Watch Arsenal smash Hull tomorrow with Sanchez hatrick and wilshere assist and the Sanchez Hazard comparisons will be back __PUNC_EXCL 
4359,negative,jacob im scared af because I just finished the 1st episode of asylum from American horror story
4360,positive, This is streaming on Netflix Saturday November 15th __PUNC_EXCL Well be watching I hope we get selected for the swag to __PUNC_ELLP __URL 
4361,neutral,For every Ebola fearing westerner who is concerned about the ever present threat __URL 
4362,neutral, Should be in LAX 12 hours and 50 min from now just in time to see the sun come up and do Friday all over again __URL 
4363,neutral, Blood Moon Blood Moons The sun shall be turned into darkness and the moon into blood before the great and the t __URL 
4364,neutral, Selenas greatest hits album is set to come out November 24th amp its called For You it will include 2 new songs amp 4 old songs shes done 
4365,positive, Hamp is calling for a Christmas Market after the success of the Rhode Lane Opening __PUNC_EXCL Interested folks join us 22nd at 5 30pm sunnyside Up __PUNC_EXCL 
4366,positive,__HNDL Landing at No 40 on the __HASH_NBARANK list Kobe Bryant __URL __URL lmao hell be number 1 by dec
4367,neutral,__HNDL but thats JLO look how Aka did __PUNC_ELLP anyway Im sure Selena has more than 14k fans who would buy it plus black friday
4368,neutral,Late upload from the Bears game Sunday __HASH_BEARDOWN The Georgia Dome __URL 
4369,positive,The official hashtag for the Arsenal vs Hull game tomorrow is __HASH_ARSHULL Lolz
4370,negative,Ugh just learned a Gilmore Girls spoiler Does it still count as a spoiler if a show has been off the air for the life span of a 1st grader __PUNC_QUES 
4371,neutral,Netflix it is on this Friday night 
4372,neutral,After the Blood Moon comes the Pumpkin Sun __URL 
4373,positive,Football Sunday from right behind the Falcons bench Huge thanks to __HNDL __PUNC_EXCL The Georgia Dome __URL 
4374,positive, Come and join us tomorrow for an exciting Christmas card making demonstration with the fantastic Sue Burrows 10am 4pm 
4375,positive, __HNDL That all nighter __NEG until 29th NOV and as for HALLOWEEN Id like to think we have it covered __EMOT_WINK __URL 
4376,neutral,Could the U S have done more to contain the Ebola virus __PUNC_QUES __URL 
4377,positive,Toyota was named the best automotive brand worldwide for the 11th straight year __PUNC_EXCL __URL 
4378,neutral,A statement carnival cruise made about the Ebola scare __URL 
4379,negative,Flares __PUNC_EXCL After all the booing and jeering towards the Galatasaray fans on Wednesday night __PUNC_QUES Fucking hypocrites __HNDL __HASH_AFCVCFC __HASH_ARSENAL
4380,neutral,Its October 17th and I just saw a Christmas commercial __PUNC_ELLP 
4381,neutral,This ensemble will make its debut this Sunday in the Georgia Dome __PUNC_EXCL __HASH_BEARDOWN __HASH_OOHKILLEM __URL 
4382,neutral,Tickets will be sold at the Dance tomorrow for current AHS students only Visitor tickets will already have to be bought and approved 
4383,neutral,Im dressed as Jan off of the Toyota commercial for work today __PUNC_ELLP 
4384,neutral, __HNDL Tonight at __HNDL Tomorrow well start there and bus to Toyota at 2 or you can meet us at Toyota from 4 7 
4385,neutral, Ebola __HNDL Its about a five min delay into downtown Cleveland on I 90 EB Accident near W 25th St __HNDL __URL 
4386,neutral,Im hanging out at LoveCats DownUnder to share Connors Sunday Smooch with Dana from Blood Moon __PUNC_EXCL __URL 
4387,neutral,I just started watching AHS on Netflix on Monday and I finished the season just now I think I have a problem 
4388,positive,Check out the trailer for Kunle Afolayans OCTOBER 1ST __URL __HASH_NOLLYWOOD
4389,neutral, __HNDL jk __NEG sure But the killers green day fall out boy and foo fighters were all i had on my ipod when i got it in 2nd grade 
4390,negative,trying to watch ahs at a bar and the sun is just hating me
4391,positive,Friday got sweeter with baby Liam at 6 weeks old __PUNC_EXCL __URL 
4392,positive, Would love to go to the christmassy show of christmas at 11am on 14th December sounds so cute __HASH_IMPTREASURE 
4393,positive,I miss the 1st season of AHS
4394,positive,For the first day of 7th grade I bought a shirt with Green Day on the cover of Rolling Stone magazine I still have it And I still love it
4395,neutral, Friday morn __HASH_EDUREBELPLAYLIST is all about Good Riddance by Green Day Adieu __HNDL __HNDL __HNDL __HNDL 
4396,positive,Have a great weekend everyone Make it even better by coming to bootcamp __PUNC_EXCL 9am Saturday with Liam and 9am Sunday with Kev __PUNC_EXCL 
4397,positive,__HASH_GAMLINGAY folks Saturday is Gamlingay Green Day __PUNC_EXCL See you all there from 10am __URL __URL 
4398,positive, This may seriously be the scariest fu king clown Ive ever seen __PUNC_ELLP __HNDL Well done AHS well done __PUNC_ELLP __URL 
4399,positive,Liam is inspiring when the moon sits in the sky Liam is inspiring when the sun sits in the sky he is inspiring when they switch places too
4400,negative,Funny cause the Arsenal fans booed the Galatasaray end on Wednesday for letting off flares Now theyve done it in the concourse 
4401,positive, This has been a dope week finished season 2 of American horror story beat devil may cry and bought hella Ps2 games All I care about x 
4402,negative,You may be shocked to learn that Kobe Bryant does __NEG agree with ESPN ranking him the NBAs 40th best player Video __URL 
4403,negative,1st question Why __NEG we closed the borders __PUNC_QUES 2 Why Mr Duncan __NEG transfer to any Hospital that can handle Ebola __PUNC_QUES __HNDL
4404,neutral,Can we just take a moment and realize Halloween is a Friday __URL 
4405,positive, __HNDL it was right next to LAX I sat outside and watched the planes land Perfect __URL 
4406,neutral,Police say there will be a highly visible presence in Rotherham to make sure tomorrow nights derby with Leeds United passes __NEG trouble
4407,neutral,Christmas with Nataniel 26 28 NOV R200 R150 __HASH_COMPUTICKET MAIN THEATRE 
4408,neutral,__HNDL I just want to change the first flight From Sydney to LAX Theres one at 1140am on the 30th December 
4409,neutral, __HNDL Any of the NY Times long form coverage of Ebola especially the hospitals in Africa Or the chemweaps piece from Sunday 
4410,positive,Kunle Afolayan has raised the bar to another level with October 1 __NEG sure there are many who can meet up or raise the bar in Nigeria __PUNC_EXCL 
4411,neutral, American Horror Story tonight Denver tomorrow 
4412,positive, I like the way the ff have calmed down At one time there was more back slapping for no reason than arsenal when they finish 4th every year 
4413,positive,My boss asked me if I would work Christmas amp Im just like heck yes __PUNC_EXCL Id work a double Christmas day if I could Just __NEG black Friday Lol
4414,positive, __HNDL Ive been told by Galatasaray fans that I work with that was passion on Wednesday __PUNC_ELLP To me whoever from our lot had flares smh 
4415,negative, Galatasaray led by 3 after the 1st quarter but has gotten smoked getting outscored 27 10 through the 1st 10 minutes 
4416,neutral,The second nurse who was diagnosed with Ebola after treating Thomas Eric Duncan may have experienced symptoms __PUNC_ELLP __URL 
4417,negative, If only Green Day sounded like this instead of the sort of parody punk group who might have been invented by Saturday Night Live 
4418,positive,Nollywood rising with October 1 Kunle Afolayan is the most important ambassador the Nigerian government does n __PUNC_ELLP __URL 
4419,positive,__HNDL my host moms company had a gala on Monday and all of the Jonas brothers were there __EMOT_WINK 
4420,neutral, Final VW data due July 31 seen neck and neck with Toyota 
4421,positive,Watchout GEORGIA DOME cause the __HASH_RAIDERS are hungry to see you in December PLAYOFF BOUND
4422,positive,NBC should send Nancy Snyderman down to interview Ebola lab gal on the cruise ship They may hit it off 
4423,positive,Would you like to join us at our annual gala at the Sandman Signature Resort on Oct 25 __PUNC_QUES Contact our centre at 6042773100 for tickets __PUNC_EXCL 
4424,neutral, TODAY 17 10 A LIVE PERFORMANCE by Anna Vissi at the 25TH ANNIVERSARY GALA in CANADA __URL __URL 
4425,neutral,May or may __NEG do Liam dms in the morning Depends how awake I am and how much time idrk but Ill do more tomorrow night for sure so ya
4426,neutral, If everything was that easily transferable then Arsenal would have transferred two goals from the Galatasaray game to Sunday __HASH_THEHAGUEDATE 
4427,neutral,was Leeds United so it was long time ago so lm having my birthday present early when man utd play west brim next monday night
4428,neutral, NASA to lift the warning over the Georgia Dome on the Oct 25th because they expect an atmosphere to be present for the first time ever 
4429,neutral,__HASH_LAKERS Steve Nash G Kobe Bryant said Thursday he is very concerned __URL 
4430,positive, __HNDL __HNDL Wed Nite salutes Industry Employees Thanks LAX always appreciate when those who make our biz tick are thanked 
4431,positive,Happy Friday __PUNC_EXCL Two more weeks until Halloween __PUNC_EXCL Have you seen this fun seasonal image from __HNDL __PUNC_QUES __URL __HASH_HISTOLOGY
4432,neutral,I may or may __NEG successfully execute watching Gilmore Girls all day on Netflix I may run out of episodes before I do time 
4433,neutral, Kobe Bryant scored 9 points in 1st 7 minutes before taking a rest By the time he returned with 7 37 left in half Jazz had built 40 24 lead 
4434,positive,Want to support a great organization __PUNC_QUES Come to Picture the Homeless 15th anniv gala on Oct 23 See you there __PUNC_EXCL __URL __HNDL
4435,neutral,I have a chemistry midterm tomorrow so naturally I just watched four episodes of Gilmore Girls
4436,negative, Which part __PUNC_QUES __HNDL seriously __PUNC_QUES __HNDL Glad to know my gala __NEG on the 5th __PUNC_ELLP but sucks to hear its going to be in denominations 
4437,neutral, July 23 New photo of Selena attending the Leonardo DiCaprio Foundation Inaugurational Gala in Saint Tropez France __URL 
4438,positive,__HNDL 3 tickets all seated together on the halfway line for Arsenal v Hull tomorrow please DM me
4439,positive, On November 24 the album will come out of the Greatest Hits Selena called For You best hits including 2 new songs OMG WHATVHDJD 
4440,positive,green day for nursing tomorrow __PUNC_EXCL finally get to use my lasallian shirts again lmao
4441,neutral,__HNDL tomorrow comes out the first part of my Kobe Bryant highlights mix
4442,positive, Man October 1st is a fantastic movie Kunle Afolayan you are one helluva director 
4443,positive, __HNDL In October 1 Kunle Afolayan delivered whats arguably the best film out of Nollywood yet Am telling u __PUNC_ELLP no doubt 
4444,neutral, __HNDL I am betting by Jan 1 we will see a story of someone naming their baby Ebola Will you take the over or under on that __PUNC_QUES 
4445,neutral,After the Blood Moon comes the Pumpkin Sun __URL via __HNDL
4446,positive, __HASH_FF Favourite Film Friday __PUNC_ELLP Jack the Bear 1993 A young boy learns that real horror does __NEG necessarily always come from Halloween __PUNC_EXCL 
4447,positive,__HNDL Yay __PUNC_EXCL May I recommend eating it by the spoonful while watching Gilmore Girls __PUNC_QUES 
4448,positive,__HNDL if Kobe Bryant gets 22ppg this season hell be 3rd All time scoring by Christmas
4449,positive, I should see it __HNDL In October 1 Kunle Afolayan delivered whats arguably the best film out of Nollywood yet 
4450,positive, First thurs night football in LAX and the Patriots are playing the Jets and the Pats are winning perfect __PUNC_EXCL __HASH_NYJVSNE __HASH_NFL 
4451,negative,__HNDL That clown in American Horror Story may be the creepiest character in the history of TV
4452,neutral,Selenas new album will be out on November 24th with only two new songs 
4453,negative,The April subplot in Gilmore Girls is possibly the worst subplot in all of TV history
4454,negative,Liam playing a five string bass you may as well fuck my ass __URL 
4455,positive,__HNDL Please be performing on Saturday 10th January 2015 __PUNC_EXCL My friend has booked this for me for Christmas __PUNC_EXCL This would top it off __PUNC_EXCL 
4456,neutral, Organisers of the annual Africa International Film Festival have revealed Kunle Afolayans October 1 Lancelot __PUNC_ELLP __URL 
4457,positive,Very interesting video clip about the Blood Moon Tetrad worth the time to watch __URL 
4458,neutral, Selenas greatest hits album is set to come out November 24th amp its called For You it will include 2 new songs amp 4 old songs shes done 
4459,negative,Theyre __NEG even Arsenal fans __PUNC_EXCL Theyre the Galatasaray fans whove stayed behind after Wednesday 
